,text,gender,category
4718,he is little in the habit of acting personally in the business of,1,work
4719,"coming so.  i don't quite like it, with all his family away.""",1,home
4720,"rich is the man, in truth his trade and his manufactures",1,work
4721,"able to pay her confounded `little bill.'""",0,work
4722,"the waiter, paid his bill.",1,work
4723,"churches of galatia endless trouble, he makes it his business to suppress",1,work
4724,his mind was too concentrated upon the business of flying for him,1,work
4725,"<p>&nbsp;`you work hard, madame,' said a man near her.",1,work
4726,"where nilus pays his tribute to the main,",1,work
4727,he was trying to.  i did not try to run over any dog.  but i ran,1,achievement
4728,"allies, and all the men killed. the rest the enemy tried to burn by",1,achievement
4729,"and surrounded the knight that he might not escape.  he tried to get off,",1,achievement
4730,and touched him slightly in the better hand.,1,achievement
4731,what did the success of his proposal in fact resemble but the smash,1,achievement
4732, unlimited bounds and power of a conqueror; so his subsequent,1,achievement
4733,"    but first, to try her skill,",0,achievement
4734,"man, going quietly home to his midday meal, attacked him, beat down his",1,home
4735,"an apron and a bib over miss rachel's gown, and set her to work decorating",0,work
4736,"a little, till at last he tried to climb up, which at last he",1,achievement
4737,"we were fewer in number, perhaps he would give better wages.'",1,achievement
4738,"(said johnson,) has he any better authority for almost every thing",1,achievement
4739,trade cannot always tell you himself what is the average of his,1,work
4740,tractive in appearance and bearing.  his family,1,home
4741,"necessity of keeping his wife and family does.""",1,home
4742,what business had he to go sailing off in ships that make long voyages,1,work
4743,"his work on celtic and antediluvian antiquities, and in this he",1,work
4744,there is work for men to do.,1,work
4745,the form of family in which whole groups of men and whole groups of,1,home
4746,decreasing the net productivity of his industry will benefit him,1,work
4747,not hold up wages if twenty thousand idle men were trying to,1,work
4748,"me very much distressed, he said that he would not control or force my",1,achievement
4749,"  'an' now,' said the sweated one, the 'earty man who worked so fast",1,work
4750,in part the rent of his landlord. if in this economy the produce,1,work
4751,"for doing so. he paid us a visit on the day of the dream, and my wife noticed",1,work
4752,"'we had better make certain of him,' he said.",1,achievement
4753,"characters about town, and it was part of his success to do so.",1,achievement
4754,father - he was better than any of you - he was kind - he would have helped,1,achievement
4755,"  pandarus. who, troilus? troilus is the better man of the two.",1,achievement
4756,but when your sister came she won the heart,0,achievement
4757,"our family, he was once seen riding on an elephant, in company with",1,work
4758,"working mason.  he would not permit his housekeeper to touch them,",1,work
4759,"and then imagine the effort it cost her to be calm, and quiet, and even",0,achievement
4760,how grieved i was to think that he had come home for my sake.,1,home
4761,the death of a beloved writer in his early prime.  the work of a ,1,work
4762,the old women paid the master their salutations with a ghastly,0,work
4763,"     of death; he paid love's bitter penalty,",1,work
4764,"him, but tried to comfort herself with the thought that he was an honorable",1,achievement
4765,"were better than his injuries, however pitiful a figure he made:",1,achievement
4766,"worker that he make not only the 12th part of a pin, but successively all",1,work
4767,and all he had any business to know.,1,work
4768,was his master who thus fed him vicariously. matt it was who tried to put,1,achievement
4769,     richard i eldest son of king henry 2 succeeded his father. i,1,achievement
4770,<br>and there is no trade or employment but the young man,1,work
4771,"he took out a neat business card, on which was engraved bartlett,",1,work
4772,death was as stapleton would have us believe. he will have a better nerve,1,achievement
4773,"system, the point of chief attention for the business man has",1,work
4774,punishment of the father was succeeded by the coronation of his,1,achievement
4775,"if he came afterwards to peruse the plan itself, he would be surprised",1,achievement
4776,shall oblige him by kindly not bringing our business to a crisis,1,work
4777,"artificer, on the contrary, receives his wages either of the",1,work
4778,working at it!' he added.  and gathering up the leather reins,1,work
4779,at him serenely. `that's nothing to what i'd do to you if you tried to,1,achievement
4780,in all her life before.  certainly she liked fred better,0,achievement
4781,"alluringly, and i was so close to her that i saw her better",0,achievement
4782,"at this moment, he works in a salt mine.  think of that, you",1,work
4783,how about that? would she go out to work again? would she begin,0,work
4784,"  that, he said, is a work infinitely beyond our present astronomers.",1,work
4785,blissful and complete had vanished.  she tried to assure,0,achievement
4786,part of the produce. it is true that he may pay a man of more,1,work
4787,"how bravely he tries to free himself from the cling of earth,",1,achievement
4788,"maybe after while,"" he says, kind o' working him-",1,work
4789,"perhaps better than some--rosy, for example.  though she is just the",0,achievement
